Reported on,Co. Name,Ext. Requestor,Property Name,Category,Order Group Description,Floor/unit or space,"Breakdown?
(Yes/No)",Description,Nature of feedback/complants (& Finding),Action taken,Start date & time,Acknowledged date,Technically completed on,Status,Customer/ FED Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.03.2017,JTC,Ishak Jalil,Yew Tee Shophouse,Feedback,Cleanliness ,- Shophouse,,Foreign workers are throwing things on the floor,Rubbish thrown on the pavement around the shophouse.,Cleaning term contractor clearead  the rubbish. C&W will assess the situation and propose a solution.,3/7/2017 8:00,07.03.2017,07.03.2017,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.03.2017,T.H.L Metal Trading,Ms Cecilia,Penjuru Close,Feedback,Electrical ,Blk 28F #01-06,No,Penjuru 28f unit 6 & 7 power tripped,No power supply at unit 6 & 7. Switch room  MCB trip.,Electrical term contractor attended and restored the power.,3/7/2017 8:15,07.03.2017,07.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.03.2017,Jaffajuice Singapore Pte. Ltd.,Cecilia,Pandan Loop Phase 3,Feedback,Pest Control,Blk T #01-205A,,Reported big bee hive on a tree behind her unit 205A,Bee hive found on the tree behind unit 205A.,Pest control term contractor removed the bee hive.,3/7/2017 10:00,07.03.2017,07.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.03.2017,Tech Metal Machines Pte Ltd,Ms Gin,Pandan Loop Phase 1,Feedback,Tree and Landscape ,Blk I #01-48,,Reported on overgrown trees infront of the Blk,Overgrown trees infront of Blk I.,Informed landscape term contractor to check and conduct tree pruning.,3/7/2017 11:09,07.03.2017,in progress,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.03.2017,C&W,Abdul Rahim Bin Aziz,Pandan Loop Phase 1,Feedback,Building Defects,Blk H #01-72,,Ceiling boards inside the unit dropped.,The cable which suppports the grids hav given way.,Informed building term contractor to check and rectify.,3/7/2017 15:59,07.03.2017,in progress,,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.03.2017,Seng Hong Kee Company,Mr Lee Ah Bee,Yew Tee Shophouse,Feedback,Safety & Security,Shophouse #01-375,,Tenant Lee Ah Bee accidentally knock onto the folded arm of the boom lift.,"Tenant parked his car close beside boomlift. While walking away from his car, he didn?t notice the folded arm of the boomlift and knock into it.",Mr Lee Ah Bee visited FMC office to complain of the boomlift that he had knocked into.  Mr Lee and C&W visited the area to understand his feedback further. The boomlift is cordoned off with cones and tapes by 1pm.,3/8/2017 10:25,08.03.2017,08.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.03.2017,JTC,Wong Chin Leong,Pandan Loop Phase 2,Feedback,Drainage,Blk L -,,Drain choke whole stetch at blk. L gable end. ph.2 ,Debris choke the drain at Blk L.,Cleaning term contractor cleared the drain chokage.,3/8/2017 14:00,08.03.2017,08.03.2017,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.03.2017,JTC,Wong Chin Leong,Pandan Loop Phase 2,Feedback,Cleanliness ,Blk L -,,Dry leaves not sweep next to the drain at Blk L,Dry leaves beside the drain at Blk L.,Cleaning term contractor cleared the dry leaves.,3/8/2017 14:00,08.03.2017,08.03.2017,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.03.2017,Yokosin Automation Pte Ltd,Ms. Yap,Penjuru Close,Feedback,Pest Control,Blk 28C #01-01,,Tenant concerned about the continuos infestations and presence of bird's faeces at the common areas.,Presence of pigeons outside the unit and bird's faeces found at the common areas.,Arranging for the installation of netting.,in progress,08.03.2017,in progress,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.03.2017,Tech Engineering,Mr. Michael Lee,Pandan Loop Phase 1,Feedback,others,"Blk D 
Blk E #01-130;
#01-108 & 116",,Pungent smell from Blk A #172,Bad smell coming from unit #172.,Engaged tenant to minimise chemical smell from their workshop.,3/8/2017 15:00,08.03.2017,08.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.03.2017,Tech Engineering,Mr. Michael Lee,Pandan Loop Phase 1,Compliment,Others,"Blk D
Blk E #01-130; 
#01-108 & 116",,"Other services (cleaning, parking & pest control) are very good.",-,-,3/8/2017 15:00,08.03.2017,08.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.03.2017,Global Technology,Mr Cher,Pandan Loop Phase 1,Compliment,Others,"Blk E
Blk A #01-110
#01-166",,Improvement in cleaning services and carpark issue.,-,-,3/8/2017 15:30,08.03.2017,08.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.03.2017,Kheon Siah Hardware Trading Pte Ltd,Lim Kheng Kheon,Pandan Loop Phase 1,Compliment,Others,Blk E #01-118,,Improvement in cleaning & pest control services and carpark issue.,-,-,3/8/2017 16:00,08.03.2017,08.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.03.2017,JTC,Ishak Jalil,Yew Tee Shophouse,Feedback,Safety & Security,Shophouse Carpark,,Improper cordon around boom lift.,Hazard tape used was loose and fell down.,Informed building term contractor to fixed the cordon.,3/10/2017 8:00,10.03.2017,10.03.2017,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.03.2017,JTC,Ishak Jalil,Yew Tee Workshop,Feedback,Carpark,Blk 7 -,,Car parking on turfing,Vehicle parked on the turf,Engaged with tenant & informed them not to park on the turf.,3/13/2017 11:45,13.03.2017,13.03.2017,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.03.2017,JTC,Ishak Jalil,Yew Tee Workshop,Feedback,others,Blk 7 -,,Encroachments behind the block,Items placed at the back of units at Blk 7.,Engaged with tenant & informed them to do proper housekeeping.,3/13/2017 11:45,13.03.2017,13.03.2017,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.03.2017,Ho Lian Heng Auto Workshop  ,Mr. Lee,Yew Tee Workshop,Feedback,Building Defects,Blk 6 #01-399K,,Door bracket hinges for main door broken,Yew tee blk 6 unit 399k roller shutter bracket got issue,Informed building term contractor to check and provide quotation,in progress,13.03.2017,in progress,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.03.2017,Topmech Engineering Pte Ltd  ,Miss Chin,Pioneer Road North,Compliment,Cleanliness ,Blk 9 #01-60,,Noticed that term cleaners had improved. More manpower on site. Also noticed potholes had been patched up.,-,-,3/13/2017 13:30,13.03.2017,13.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.03.2017,Cushman & Wakefield Facilities & Engineering,Adi Bin Basri,Yew Tee Workshop,Feedback,Lighting,Blk 7 Switchroom,,Faulty light at Blk 7 switchroom.,Faulty light at Blk 7 switchroom.,Informed electrical term contractor to check and rectify.,in progress,15.03.2017,in progress,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.03.2017,Kim Kock Motor Pte Ltd,Ms How,Jurong Port Road,Feedback,Building Defects,Blk 5 #01-19,,Roller shutter door cannot open/close,Internal switch and control box damaged.,Building term contractor replaced faulty parts.,3/15/2017 15:00,15.03.2017,15.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.03.2017,JTC,Ishak Jalil,Yew Tee Workshop,Others/Request for Information,Others,Blk 2 #01-389F,,YTMA - we need to check if we can use the vacant unit same as last time to held a meeting on 27/3 Monday? 11.30am to 1.30pm.,Vacant unit available.,AE Melvin called Jenny of YMTA to confirm availability of the unit.,3/16/2017 9:30,16.03.2017,16.03.2017,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.03.2017,Lim Boon Bing Metal Work Construction Engineering,Lim Boon Bing,Jurong Port Road,Compliment,Pest Control,Blk 6  #01-10,,Pest control and area sweeping have been good.,-,-,3/16/2017 14:00,16.03.2017,16.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.03.2017,Joo Guan Seng Motor Service,Ben Peh,Jurong Port Road,Compliment,Cleanliness ,Blk 4 #01-26,,Tenant compliment cleanliness services have been done well.,-,-,3/16/2017 14:15,16.03.2017,16.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.03.2017,Leverpull Marine Engineering Pte Ltd,Miss Tan,Pioneer Road North,Compliment,Cleanliness ,Blk 15 #01-78,,Surrounding areas much more cleaner since hi-jetting done.,-,-,3/17/2017 10:00,17.03.2017,17.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.03.2017,Lb Industrial Technology  ,Owner,Pioneer Road North,Compliment,Cleanliness ,Blk 15 #01-79,,Drains and surrounding block area much more cleaner. Noticed more cleaner around to do cleaning and also hi-jetting of drains.,-,-,3/17/2017 10:15,17.03.2017,17.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.03.2017,Cushman & Wakefield Facilities & Engineering,Mohamed Fazlul Haque,Pioneer Road North,Feedback,Pest Control,Blk 17 #01-93,,"Active bee hive spotted at Pioneer blk 17, #01-93. ",Active bee hive spotted.,Pest control term contractor removed the bee hive.,3/17/2017 15:00,17.03.2017,17.03.2017,,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.03.2017,JTC,Wong Chin Leong,Pandan Loop Phase 1,Feedback,Tree and Landscape ,Blk I #01-48,,Company at no 48 bk.l pandan ph.1 complaint of tree branch hanging dangerous.,Overhanging branch outside the unit.,Informed landscape term contractor to check and conduct tree pruning.,3/17/2017 16:00,17.03.2017,17.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.03.2017,Yan Fong Engineering Work,Teo Kong Peng,Pioneer Road North,Others/Request for Information,Others,Blk 15 #01-81,,Request to view Blk 15 #01-81 @ PRN,-,PO Fazlul assisted on the unit viewing.,3/17/2017 15:30,17.03.2017,17.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.03.2017,-,Mohd Noor,Tuas Ave 13,Feedback,Electrical ,Blk 23 -,No,Blk 23 tuas avenue 13 near to coffee shop. There is no power supply to the DBS atm machine.,No power supply.,Electrical term contractor reset power supply to ATM.,3/19/2017 15:00,19.03.2017,19.03.2017,,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.03.2017,Cushman & Wakefield Facilities & Engineering,Adi Bin Basri,Kranji Road,Feedback,Building Defects,- #01-233,,Broken louvres at unit #233.,Broken louvres.,Informed building term contractor to replace louvre.,in progress,20.03.2017,in progress,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,JTC,Ishak Jalil,Yew Tee Shophouse,Feedback,Pest Control,Shophouse -,,"During the day, there are already a lot of rats.",Lots of rats beside vacant lot at Yew Tee Shophouse.,Informed pest control term contractor to conduct treatment. Pestpro treated the burrows at the adjacent land already. Will get Pestpro to deploy traps in the area,in progress,21.03.2017,in progress,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,Dieseltech Pte Ltd,Owner,Penjuru Close,Compliment,Cleanliness ,Blk 28F  #01-11,,Reported water ponding issue has been resolved propmtly.,-,-,3/21/2017 9:00,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,Sia Ho Engineering Work,CK NJ,Penjuru Close,Compliment,Cleanliness ,Blk 28F  #01-08,,Cleanliness improved,-,-,3/21/2017 9:10,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,Global Harvest Precision,Owner,Penjuru Close,Compliment,Others,Blk 28F #01-07,,Service satisfaction.,-,-,3/21/2017 9:15,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,L & N Fastener Engineering Pte. Ltd.,Owner,Penjuru Close,Compliment,Cleanliness ,Blk 28E #01-03,,Cleanliness improved.,-,-,3/21/2017 10:05,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,Gong Ting Pte Ltd,Su Yin,Penjuru Close,Compliment,Cleanliness ,Blk 28A #01-03,,Cleaning & pest control improving.,-,-,3/21/2017 11:35,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,Prospec Surfaces Pte. Ltd.,Marcuss Hiew,Penjuru Close,Compliment,Cleanliness ,Blk 28A #01-05,,Cleaning & pest control very good.,-,-,3/21/2017 11:45,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,Lau Sun Lighterage Co.,We,Penjuru Close,Compliment,Cleanliness ,Blk 28B #01-03,,Cleaning & pest control - very good.,-,-,3/21/2017 14:00,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,Vetpharm Laboratories (S) Pte Ltd,Wong Kee Sing,Tuas Ave 13,Compliment,Cleanliness ,Blk 27 #01-19 & #01-25,,Cleaning and pest control ok. No issues.,-,-,3/21/2017 14:00,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,Gin Huat Industrial Supplier,Boon Huat,Penjuru Close,Compliment,Cleanliness ,Blk 28B #01-04,,Cleaning & pest control very good.,-,-,3/21/2017 14:05,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,MEGAWATTS Electrical Eng. Services,Mr. Gooi,Penjuru Close,Compliment,Cleanliness ,Blk 28B #01-08,,Cleaning & pest control improving.,-,-,3/21/2017 14:15,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,Lee Sun Hwa Enterprises,Nicole,Penjuru Close,Compliment,Cleanliness ,Blk 28B #01-07,,Cleaning & pest control improving.,-,-,3/21/2017 14:20,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,Yokosin Automation Pte. Ltd.,Owner,Penjuru Close,Compliment,Cleanliness ,Blk 28C #01-01,,Clean & pest control improving.,-,-,3/21/2017 14:25,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,Asiatic Engineering Services Company (Private) Limited,Henry Ong,Penjuru Close,Compliment,Cleanliness ,Blk 28C #01-03,,Road tarmac need to improve. Housekeeping improved a lot. Pest control done good job.,-,-,3/21/2017 14:30,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,Jinson Tuas Hardware Pte. Ltd.,Lim Ming Sen,Tuas Ave 13,Compliment,Cleanliness ,Blk 23 #01-03,,Cleaners here carry out their work swiftly to sweep infront tenant unit.,-,-,3/21/2017 14:30,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,T.D & M Precision Tools Company,Miss Ichen,Penjuru Close,Compliment,Pest Control,Blk 28C #01-04,,Rodents spotted at roof. Bird dropping active. Housekeeping improvements.,-,-,3/21/2017 14:35,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,Soon Singapore,Mr. Donn,Penjuru Close,Compliment,Cleanliness ,Blk 28C #01-05,,Housekeeping improved.,-,-,3/21/2017 14:40,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,TOP VAT SERVICES PTE LTD  ,Mr. Y S Tan,Pioneer Road North,Compliment,Others,Blk 25 #01-124,,New maintenance service excellent.,-,-,3/21/2017 14:45,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,Centron Engineering Services,Goh Ah Kiat,Tuas Ave 13,Compliment,Cleanliness ,Blk 25 #01-14,,Cleaning have improved so far compare to the past.,-,-,3/21/2017 15:00,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,NEW PROSPERITY ELECTRICAL (PTE) LIMITED ,Sharon Tang,Pioneer Road North,Compliment,Cleanliness ,Blk 25 #01-127,,Noticed that cleaning term contractors had improved since more manpower was put in place.,-,-,3/21/2017 15:15,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,Pang Brothers Metal Pte. Ltd.,Pang Teck Fang,Tuas Ave 13,Compliment,Cleanliness ,Blk 27 #01-17,,Tenant satisfied with the cleaning services.,-,-,3/21/2017 15:15,21.03.2017,21.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03.2017,Cushman & Wakefield Facilities & Engineering,Muhammed Alwi,Jurong Port Road,Feedback,Lighting,- Foodcourt,,Jurong Port Road foodcourt security light not working,Security light not working.,Electrical term contractor rectified the security light.,3/21/2017 11:00,21.03.2017,21.03.2017,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
